,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
636,3499.0,6.2630672,1.3756511,0.4047765,20.256283,0.4905308,128.42307,217.94518,1.002161,3.7647305,1.3660464,10.8491745,3.0
637,4252.0,7.0930705,0.10293918,1.0404226,65.67794,0.017871138,2.314173,287.48978,1.0388509,3.499705,1.7307069,9.820351,3.0
638,7575.0,8.338652,0.37426418,1.4715664,16.351107,0.08699181,161.70485,204.90718,1.0265288,2.9678724,1.765136,13.996399,4.0
639,7104.0,11.540916,0.75477254,1.3893131,59.099625,0.13458273,34.07054,265.29575,0.9970266,3.037331,1.684489,11.130994,3.0
640,7290.0,12.761083,1.423911,1.3825194,27.286947,0.23661262,153.64703,370.7621,0.9943604,3.705091,1.555713,9.915806,3.0
641,10138.0,10.4081,0.47299337,0.9395115,62.31816,0.113003075,15.321478,378.93964,1.023664,3.462336,1.5787611,10.038142,3.0
642,2542.0,13.989341,1.0424078,1.5670668,1.3965046,0.5882205,249.68439,210.57071,1.026618,3.6433403,1.6730711,10.811373,5.0
643,7633.0,7.5726295,0.26702684,0.924675,62.234047,0.09260142,20.43594,241.84332,1.0322214,3.4697347,0.98367727,10.387565,3.0
644,4374.0,9.342496,0.26240665,1.2450714,57.498283,0.088265106,146.03445,331.28476,1.0305129,3.7477353,1.0915189,12.510323,3.0
645,7149.0,10.383547,1.3557928,0.609184,16.51149,0.43619108,145.93887,228.7616,1.0195487,3.7014704,1.6035047,10.434802,5.0
646,1258.0,12.614746,0.6938658,1.2011461,40.737526,0.30760005,11.300301,408.29974,1.0244253,3.9749148,1.2367815,9.097113,3.0
647,10509.0,11.377291,1.491361,1.4250454,7.3299537,0.59622264,251.51375,158.44647,0.99430925,3.8857415,0.70844835,9.520036,4.0
648,9023.0,7.1232758,0.12517172,1.5166175,59.66769,0.018954555,12.679062,226.50809,1.0361297,2.8136792,1.943092,13.292498,3.0
649,12575.0,9.507045,0.28216782,1.0485581,60.473015,0.049701158,56.58979,301.97897,1.035226,3.970214,1.1094475,13.106524,3.0
650,4560.0,9.121493,1.4847738,0.8752637,17.077227,0.2736006,215.29059,252.53854,1.0226201,3.9658246,1.0662351,10.3921795,3.0
651,12864.0,11.508204,0.4226895,0.63413805,58.034588,0.19237444,27.019945,376.34033,1.0104289,3.3349977,1.3777723,10.001447,3.0
653,507.0,12.646647,1.4855993,0.9294436,8.512345,0.5875088,286.25156,154.27371,1.0195913,3.9774857,0.2542643,10.532432,4.0
654,10103.0,8.9965925,1.1192642,0.89095634,43.674747,0.33543104,220.52608,236.17592,1.010998,3.6191602,0.93869466,11.313841,5.0
655,7822.0,4.8856435,0.19242485,0.48469442,52.249805,0.50354284,230.76228,194.10934,1.0342443,2.8696477,0.29776195,12.684767,5.0
656,2268.0,13.408511,1.4775562,0.48745292,51.648186,0.29264423,57.585716,403.00418,1.0000869,3.8922596,1.021991,8.9289,3.0
657,2656.0,13.112096,0.9013301,0.9954787,60.65647,0.080388285,121.17932,394.89737,1.0129739,3.9884295,1.1405225,10.99503,3.0
658,12384.0,7.541768,0.22970635,0.39541805,57.473705,0.04338972,3.3263495,59.620483,1.0373982,2.770288,1.9908097,13.333301,3.0
659,8916.0,9.077483,0.41357517,1.4710038,33.93593,0.032090023,90.48794,278.07114,1.0233734,3.2992926,1.6527221,13.27496,3.0
660,3687.0,9.183289,0.7216817,0.64046675,58.7666,0.23530385,73.47466,294.8413,1.0209824,3.089493,1.724477,10.454641,3.0
661,12357.0,6.8074718,0.13139877,0.99492323,53.77873,0.09318156,271.53275,87.87042,1.0352398,3.3147826,0.5181593,13.67968,4.0
662,3379.0,12.037292,1.2078377,0.739823,19.435427,0.41257298,187.96286,358.59927,1.004736,3.6140542,0.83365345,10.602504,6.0
663,7698.0,10.998869,1.4138896,1.0893652,31.915602,0.38155413,55.898205,365.61145,1.0021439,3.7949367,1.3759391,10.519972,3.0
664,3700.0,9.908116,1.0076112,1.2822064,56.52956,0.28634304,192.27617,348.6269,1.010531,3.5931878,0.60383433,9.256777,3.0
665,1206.0,12.435057,1.205466,1.2896909,41.472466,0.24661413,80.85985,390.7399,1.0218091,3.9594786,0.953892,11.309195,3.0
666,12877.0,6.988256,0.42937952,0.09467357,60.53549,0.095110945,94.52473,284.26178,1.0359694,3.347085,1.2334809,12.947729,3.0
667,275.0,6.6090827,0.42978853,0.7986467,63.038803,0.21031873,11.75425,332.29584,1.0235157,3.2450504,1.0964929,9.541492,3.0
668,13644.0,7.487371,0.37094575,0.7948874,61.511677,0.07774776,9.767209,194.179,1.0367291,3.9446578,1.5716441,11.747044,3.0
669,12937.0,7.4030147,0.3094792,0.94144356,52.609776,0.17509802,5.816869,133.40248,1.0385616,2.7914586,1.9291624,12.918657,3.0
670,2269.0,7.2025366,1.1219735,0.9249447,41.566437,0.2039714,60.27192,304.41537,1.0173587,3.6764529,0.85721344,11.51925,3.0
671,3128.0,9.104223,1.3054392,0.8071284,36.98564,0.35394534,143.98813,311.38885,1.0114021,3.7253017,0.58057916,10.754352,3.0
672,7109.0,8.304048,0.46538502,0.8258571,42.99973,0.21450898,6.113967,294.31186,1.0315069,2.8794475,1.9559976,9.990236,3.0
673,210.0,6.085244,0.31739625,0.7824243,62.648872,0.40031955,22.616192,259.8683,1.0316808,3.066325,0.527151,9.645647,3.0
674,2956.0,9.072573,1.3519983,1.065375,28.44901,0.46738672,96.219955,284.47443,1.0012124,3.7097418,1.4622581,10.034951,3.0
675,1402.0,11.400999,0.23088083,0.40384984,62.68541,0.10339226,17.366125,310.37592,1.0350636,3.3147638,1.9302918,12.689388,3.0
676,4071.0,10.741699,1.3056198,1.3753719,43.10975,0.21083249,61.642853,365.36624,1.0070199,3.6601336,0.8785194,9.696715,3.0
677,1291.0,7.8581886,1.0180948,1.0943005,38.935017,0.14087778,27.77936,320.6129,1.0220103,3.1829605,1.8981136,10.913083,3.0
678,1311.0,10.789673,0.8102788,1.4384787,19.719225,0.41596115,92.79813,211.53635,1.0076305,3.20669,1.5621986,12.021552,4.0
679,4369.0,13.134339,0.68712795,1.2620445,7.231176,0.5508881,58.141273,265.52106,0.9972128,3.0487154,1.7461888,10.676516,3.0
680,2186.0,5.83823,1.5504179,0.5609897,10.925948,0.57575077,164.01553,372.03165,1.0298957,3.986642,0.54458815,9.083987,3.0
681,5765.0,9.411593,0.8027139,1.4006343,41.37739,0.18665244,181.54033,312.33698,1.0192122,3.7052991,1.1178081,10.825643,3.0
682,2530.0,6.7644186,0.79625654,0.44334123,53.427116,0.20836912,98.57335,214.83722,1.0074455,3.3685653,0.5465108,13.069663,4.0
683,10891.0,8.544835,0.82706594,1.0486412,45.68651,0.19761376,99.889336,280.64166,1.0227752,3.2692297,1.5220922,12.253591,3.0
684,2615.0,10.855445,0.4372843,0.9219477,33.476974,0.03006993,19.32116,225.4829,1.0337175,3.0326371,1.9913625,12.9891815,3.0
685,2622.0,6.3831515,0.12112948,0.5750811,59.410065,0.4333855,254.3536,183.05544,1.0356326,2.7493398,0.24503134,9.400084,4.0
686,3311.0,13.377081,1.284009,0.66002625,39.98065,0.123020634,65.78846,351.30606,1.003583,3.9993317,0.9855121,10.257372,3.0
687,7367.0,6.7393537,0.48901275,0.2643524,54.083878,0.36609536,10.411856,155.85567,1.0368179,3.0084085,1.728829,12.931324,3.0
688,10259.0,10.416972,1.1986566,0.27071917,3.8968165,0.5823682,281.36902,133.30595,1.0171144,3.1343,0.7606342,11.550468,4.0
689,749.0,5.7531595,0.17378367,0.5404283,63.86907,0.088874854,16.465357,187.67192,1.0387119,3.7317467,1.6561829,12.268394,3.0
690,3237.0,7.8198853,0.54295397,0.8559463,61.23267,0.101021536,5.999795,229.04141,1.0169742,2.8353996,1.6597683,11.929568,3.0
691,6423.0,9.589628,0.6382321,1.0395104,60.908886,0.10078251,110.37726,336.2946,1.0333616,3.9888325,1.0651437,12.176103,3.0
692,10150.0,9.4813595,1.4385197,0.27198014,19.833668,0.5596573,62.998272,391.35126,0.99645597,3.9571924,1.1296214,9.508357,3.0
693,12834.0,10.869554,1.485887,0.96701694,32.293118,0.35078713,95.47491,368.64734,0.99522674,3.837466,1.4520354,9.715544,3.0
694,2057.0,10.085329,0.96826756,0.95191437,50.33702,0.41149908,88.588715,343.09442,1.020306,3.9683974,0.6842248,9.2144785,3.0
695,6851.0,9.31143,1.385879,0.60926193,32.94525,0.17686242,205.59825,313.8037,1.0095564,3.8714724,1.0587375,13.106107,3.0
696,6027.0,9.160107,0.7059371,1.2656181,32.07404,0.29214334,98.629105,326.13464,1.0257286,3.1796248,1.7237439,12.441895,4.0
697,4832.0,7.4908257,0.45767516,0.37180758,50.954765,0.38751414,253.65533,141.98239,1.0161349,3.3876755,0.7721876,11.709811,5.0
698,11023.0,10.693914,1.0153906,0.17572553,12.204358,0.592794,272.8661,73.11401,1.0225539,3.1311545,0.78286684,11.274577,4.0
699,11238.0,13.846234,1.4489104,0.10622829,18.736763,0.34382448,234.15152,263.11917,0.9919842,3.951324,0.58997744,10.45762,5.0
700,10645.0,9.209111,1.3335447,1.142758,21.573753,0.4903285,208.94424,211.93417,1.013483,3.8669538,0.3496278,12.861519,4.0
701,5460.0,6.006848,0.120801404,0.45019794,65.29555,0.017369648,5.036229,356.7961,1.0386862,3.9060755,1.3041571,11.119723,3.0
702,3863.0,7.8429723,0.3440436,0.6151592,60.693493,0.1101339,65.50831,231.24129,1.026912,3.236075,1.2122048,12.496074,4.0
703,3990.0,8.498008,1.5413303,0.32365173,9.86873,0.58536,278.38574,213.23808,1.0039374,3.9318743,0.8524154,12.130837,4.0
704,11800.0,7.122475,0.17658243,1.5578555,36.831814,0.026057374,8.663234,66.83087,1.038363,3.517377,1.9974151,11.985074,3.0
705,11757.0,7.145857,0.2657587,1.3380708,30.322338,0.3776029,161.6464,48.313072,1.0199584,3.0664663,0.8626504,12.589369,4.0
706,7446.0,13.31876,0.9311477,0.46385613,59.15705,0.15678798,37.547546,385.57953,0.9995464,3.6698725,1.0454077,11.050951,3.0
707,2305.0,11.167011,0.6443998,0.27916005,57.228622,0.13915543,89.597534,301.1847,1.0088507,3.4292607,1.2042292,12.261748,5.0
708,1735.0,10.772508,1.5043898,0.50588506,21.805292,0.55514044,175.60596,338.86258,1.0012921,3.918628,1.0285017,10.701625,4.0
709,3981.0,11.923716,0.8737587,1.2534381,48.15789,0.08649437,54.619015,361.724,1.0132469,3.6678402,1.7703195,11.897995,3.0
710,1128.0,5.936665,0.38235092,0.2912949,40.675377,0.27991048,265.3567,117.002014,1.0287254,3.4195404,0.9370187,12.540741,4.0
711,12547.0,6.314353,1.0123217,1.0285838,36.22963,0.38703167,63.07646,364.32443,1.0318598,3.9012072,1.5323982,9.834309,3.0
712,3855.0,8.292566,0.63466686,1.2977468,50.373653,0.1250466,47.501522,347.79825,1.0086035,3.5347428,1.5865598,12.452434,3.0
713,6690.0,7.699504,1.037339,0.9692821,35.739452,0.30267602,254.09492,212.71924,1.0078204,3.7399569,0.69359165,12.985298,4.0
714,3858.0,6.9465303,1.1201977,1.0839318,31.828274,0.2464548,10.209707,281.2349,1.0104697,2.890544,1.9714944,10.68371,3.0
715,9089.0,11.730503,0.84770083,1.1447245,56.050976,0.09618298,125.64041,391.87808,1.02334,3.8574493,1.4666456,10.008829,3.0
716,3619.0,5.435776,0.26109934,0.1269358,65.054565,0.0776826,105.3923,221.64879,1.0345032,3.325295,0.31677967,13.088234,5.0
717,9843.0,7.731884,0.11672193,1.4041702,63.98354,0.076787256,23.27988,277.95615,1.0384538,3.6119504,1.6807091,11.258496,3.0
718,10014.0,9.859449,0.5316343,1.4546698,37.693108,0.031550735,33.09442,300.9042,1.0162022,3.0852678,1.8192486,11.384536,3.0
719,10925.0,13.327971,1.2070351,0.41190785,16.63628,0.5520415,238.9215,91.829994,0.9978869,3.6756501,0.5010139,10.345873,4.0
721,3195.0,8.565969,1.19636,0.17162004,44.856853,0.53974456,196.21771,224.85872,1.0218136,3.798093,0.44906652,9.492014,3.0
722,12548.0,5.3489122,0.09766218,1.3683246,49.099247,0.03860426,59.49464,23.21702,1.0337088,2.7778141,1.8700664,14.337305,3.0
723,6332.0,7.70526,0.6395626,0.5265133,45.993137,0.1062441,242.54532,235.99867,1.0234722,3.9279795,0.54701585,13.403861,3.0
724,4677.0,11.11824,1.4622573,1.230109,10.195076,0.42697453,279.58768,110.60078,0.9969647,3.9780986,0.28358063,11.39392,5.0
725,3245.0,7.228503,0.5276525,0.34413695,56.081203,0.41461137,59.730522,311.0864,1.0122755,3.0900183,0.95388514,10.95457,3.0
726,637.0,7.637596,0.59316146,0.8547158,62.633057,0.1416802,36.08337,266.85574,1.0322942,3.7272124,0.94167536,10.6201,3.0
727,9672.0,10.902648,0.8653635,1.2137634,53.441513,0.044663087,13.479881,370.39536,1.0106963,3.362514,1.8323919,9.601525,3.0
728,2528.0,8.017407,0.2618691,1.3892283,54.50284,0.26209173,133.19127,170.4353,1.0250453,3.5897946,0.47985208,11.380357,3.0
729,4925.0,7.128826,1.1008273,0.89521915,33.643204,0.2265061,261.5417,168.56462,1.0084869,3.9632547,0.6870809,12.076632,3.0
730,11269.0,7.011696,0.0966772,1.4221848,23.11416,0.016093975,27.470633,151.01746,1.0338589,2.7343862,1.9813927,13.365399,3.0
731,2312.0,10.424215,0.15134361,0.31879303,33.461742,0.38891187,260.81055,18.75232,1.0358272,2.7334347,0.2708768,12.206928,4.0
732,6157.0,11.184935,1.1269469,0.753368,49.463722,0.20973924,54.709816,345.95914,1.0013664,3.9362853,0.9220593,10.170094,3.0
733,11791.0,9.521709,0.74021244,1.3839045,37.06406,0.060052156,119.12306,281.30908,1.0362114,3.8975434,1.9122587,11.977377,3.0
734,13264.0,5.3052144,0.1918158,0.21383007,64.013374,0.06625556,22.742586,206.12773,1.0322851,3.6759007,0.42381135,9.961364,3.0
735,2750.0,10.124766,0.87719154,1.0068887,51.487442,0.1672656,73.23322,377.74686,1.0191492,3.5938222,1.6727605,11.223808,3.0
736,90.0,6.0517383,0.76506495,1.2967354,39.855556,0.08829746,13.266959,184.72252,1.0115684,2.8896976,1.9029658,11.949374,3.0
737,9213.0,10.493479,0.8066713,1.1233708,37.983772,0.26148194,28.790388,348.75647,1.0017345,3.300387,1.8318403,11.613846,3.0
738,12014.0,7.0449667,0.5407223,0.45462018,40.38732,0.49219018,273.6249,179.66327,1.0192288,3.2783315,0.2569289,10.673635,4.0
739,2604.0,9.332666,1.2081645,1.231126,7.8486257,0.3896398,240.6334,249.5935,1.0278512,3.580595,1.0579295,13.577442,6.0
740,7459.0,8.226107,0.88468206,0.7335655,56.808735,0.4185721,9.53397,358.2784,1.0214756,3.92958,1.5396296,9.9662895,3.0
741,9819.0,9.595829,0.9764581,0.67585135,50.266434,0.31768894,9.730984,229.08536,1.013798,3.943179,1.1011918,11.707422,4.0
742,403.0,4.6988077,0.24421446,0.017490814,65.545586,0.060235355,4.799807,162.10593,1.0386736,3.6331646,0.5402155,11.088189,3.0
743,13118.0,11.032317,1.1523099,1.0127736,42.84882,0.43842545,116.26875,290.2584,1.0035423,3.2870793,1.1533122,10.048569,4.0
744,11642.0,10.125598,0.36723366,1.0711985,49.819195,0.09978538,87.18854,177.53096,1.0337454,3.7727382,1.5713673,13.064839,3.0
745,1152.0,6.5793214,0.31147057,0.83397454,60.806385,0.080978364,20.308426,185.25768,1.0353538,2.7984846,1.7706327,13.937781,3.0
746,4800.0,11.843502,1.5341123,0.5605077,7.150429,0.6055944,288.20306,101.38137,1.0051835,3.950458,0.22720547,8.732087,4.0
747,9284.0,11.022228,1.1513488,1.3688852,10.436479,0.13447118,240.43011,295.77927,1.0315114,3.9467726,1.2152205,12.505671,3.0
748,8279.0,11.393542,1.2290233,0.1869215,46.61779,0.2569371,180.69968,324.66824,0.99452204,3.8906064,0.41657206,11.388425,3.0
749,12358.0,9.276848,0.5640325,0.2323087,58.400986,0.25424924,67.73164,271.71176,1.0229946,3.1113155,1.2159215,11.605518,4.0
750,11319.0,11.1657095,1.2781489,0.5320286,16.172983,0.42909244,268.56143,183.67374,1.01797,3.9628665,0.4701831,12.864902,4.0
751,3405.0,9.857933,0.3432736,1.0291969,57.507477,0.022506611,11.831399,352.26422,1.0320431,3.8619528,1.7753037,10.051539,3.0
752,9016.0,7.647171,0.919194,1.0156269,10.06887,0.1965503,232.92445,292.50522,1.029297,3.7289631,0.6904202,12.79962,4.0
753,11069.0,8.104092,0.47490317,1.0279154,54.41457,0.18722239,229.1659,192.4222,1.0195271,3.8122709,0.43449226,13.116457,4.0
754,6538.0,11.367981,0.5658562,0.2636968,58.90665,0.060040608,4.31754,372.38998,1.0381205,4.005042,1.8798627,9.917614,3.0
755,13550.0,7.4083676,0.13759686,1.3866161,46.260574,0.11788554,3.4338348,37.630238,1.0385718,2.7304854,1.9843119,14.173437,3.0
756,3934.0,5.6054425,0.24586156,0.6166811,63.92161,0.07916913,3.6169224,134.75398,1.0364441,3.4655626,1.5791513,12.326248,3.0
757,8645.0,10.6684675,0.8533714,0.018494101,15.4314785,0.5578325,230.72041,44.800396,1.0292083,3.5173144,0.9777571,12.81854,4.0
758,141.0,12.22566,1.4212627,0.52967304,46.837776,0.21486527,131.59837,323.93274,1.0095272,3.9273353,0.93991244,10.179456,4.0
759,13595.0,10.390738,0.7874763,1.286381,58.766705,0.23481672,29.627003,357.9201,1.0334923,3.8764246,0.94364643,10.486818,3.0
760,4697.0,14.127519,1.0269946,1.3539361,25.377033,0.19102842,10.909515,381.40887,1.0079784,3.322853,1.9633746,9.912744,3.0
761,4510.0,10.747964,1.3526765,1.0515656,24.148207,0.26691252,123.86661,303.47006,0.9983604,3.4885497,1.4818404,10.29709,3.0
762,4986.0,4.5962057,0.18682157,0.05581826,65.60899,0.07027131,24.85155,211.98912,1.0385816,3.2213333,1.0080053,13.751146,3.0
763,3274.0,5.362052,0.41313273,1.4478875,26.136158,0.10346849,39.94914,195.8244,1.0322382,2.9341755,1.8639681,12.133641,3.0
764,7225.0,10.409075,0.87651265,0.8633292,35.145134,0.18791263,7.1557646,283.57016,1.0151641,3.1330278,1.9164447,10.103936,3.0
765,9723.0,8.013332,0.24563989,0.49198598,57.413292,0.12915732,196.43842,210.7023,1.0305865,3.5597687,0.38545188,11.824705,3.0
766,6998.0,8.635817,0.59544706,0.678389,60.866215,0.11552151,71.83099,335.60223,1.0328224,3.666877,1.8090515,12.3209915,3.0
767,5399.0,9.783601,0.9035301,0.91853493,55.80707,0.11475015,46.969162,382.6859,0.99650496,3.3142226,1.5186644,11.517221,3.0
768,10226.0,7.52162,0.33849382,0.87443703,49.730465,0.17454703,126.67195,173.14403,1.0363259,3.1742313,0.3519624,12.085932,3.0
769,12737.0,7.0428305,0.10615665,1.463522,53.462257,0.031575453,196.99728,159.59964,1.0378761,2.9672635,1.7699333,13.597067,3.0
770,7969.0,8.150697,0.9867194,0.5738731,59.15229,0.42505983,81.08228,365.1006,1.0308871,3.381596,1.0192058,10.229824,3.0
771,9155.0,7.6460724,0.6582328,1.4452183,48.892845,0.1722319,109.86949,367.60297,1.0366304,3.806166,1.2136705,11.263414,3.0
772,6341.0,4.5322294,0.08648931,0.088501714,65.77987,0.03521451,3.7961087,164.97041,1.0385718,2.9025142,1.368623,10.656138,3.0
773,6458.0,11.101901,0.19510832,1.5957716,24.65465,0.015917445,8.162204,284.8519,1.0273978,3.0440097,1.991634,14.176778,3.0
774,10058.0,6.1236672,1.2853508,1.005868,53.803017,0.2925046,48.975174,384.5132,1.035163,3.984462,1.6245759,12.040976,3.0
775,5669.0,7.140482,0.14643146,1.3348887,58.75353,0.021110948,16.04177,208.07655,1.0353025,3.365109,1.5784587,12.13467,3.0
776,1539.0,9.665017,1.2027886,1.2148823,7.1914606,0.38549447,214.64278,139.44923,0.9933726,3.4726398,0.74234295,12.571949,4.0
777,4769.0,10.82833,0.82375985,1.1325871,46.604557,0.08302153,27.882647,279.51233,1.025902,3.1460352,1.9856292,10.492588,3.0
778,514.0,6.674868,1.3989263,0.5762292,36.40837,0.32639894,230.54309,342.9455,1.006243,3.698619,0.73466694,9.892989,3.0
779,13468.0,10.854525,1.1008933,1.3549128,11.049486,0.51768064,205.29413,285.50735,0.99790084,3.4842048,0.6938773,11.62487,4.0
780,3197.0,6.4222765,0.24168563,0.1872121,63.438744,0.17501767,19.415176,360.39487,1.03501,3.4151902,0.40262634,10.645256,3.0
781,716.0,5.4979677,0.090411216,0.68158567,65.6781,0.014756082,1.8321431,209.64009,1.0389004,3.4052942,1.945663,10.202223,3.0
782,5.0,6.790547,0.39878002,0.4525507,63.481125,0.053280756,31.994656,239.45181,1.0297661,3.0637338,1.4989218,12.109912,3.0
783,2476.0,12.097298,0.30366498,1.1599721,38.821095,0.124180585,149.59421,176.52422,1.0358627,3.5216548,1.7543205,14.457062,3.0
784,12883.0,7.3754287,0.657387,0.40155515,50.018272,0.1373873,115.24548,196.02277,1.0290645,3.7185688,1.2157586,13.07424,3.0
785,2934.0,9.742148,1.2235317,0.58789843,5.2825537,0.57629174,275.48297,122.1352,1.006577,3.7236223,0.340422,11.94832,4.0
786,11044.0,8.079017,0.29853696,0.9121777,55.219242,0.12877208,151.22972,166.29132,1.0335609,3.2061918,1.0873091,12.993465,4.0
787,1243.0,11.504334,1.0296633,1.3112742,33.425648,0.09975328,53.1931,354.65027,1.0088762,3.3511255,1.9247686,12.812296,3.0
788,2510.0,12.117394,1.1934013,0.7256182,22.373968,0.47432178,238.24478,299.02322,1.0055089,3.6020806,0.9206014,10.896718,4.0
789,2703.0,4.7048454,0.23683819,0.5691774,64.182106,0.055922214,19.136448,266.00946,1.033361,2.994603,1.0476254,11.402388,3.0
790,6304.0,11.617513,1.1932325,1.2064612,39.97777,0.18819807,46.10812,355.04703,1.0029321,3.877107,1.7400712,10.532489,3.0
791,2289.0,6.2001166,0.51113397,0.2703814,52.95727,0.16297457,8.60945,224.62875,1.0332365,3.2816064,1.7164571,11.361215,3.0
792,8308.0,8.893031,0.26299933,0.6833514,39.79743,0.2612545,53.59263,244.5877,1.0034022,2.795157,0.48519632,10.448566,3.0
793,8981.0,7.3441815,0.59209526,0.23168296,51.03886,0.35288867,25.724098,202.57251,1.0368543,3.2472308,1.086711,12.41044,3.0
794,1879.0,9.648438,1.1194327,1.2463837,21.495716,0.2298003,178.28557,382.03632,1.0260488,3.6915183,1.4982015,12.387822,5.0
795,11991.0,10.846573,0.818323,0.4389748,51.32908,0.36042047,79.867966,343.28403,1.0185163,3.4713407,0.78013897,10.172011,3.0
796,4140.0,7.949933,1.063324,1.2145348,34.34028,0.13414307,41.706482,377.89017,1.0030671,3.1403499,1.7140913,10.444549,3.0
798,7825.0,11.754721,0.12788418,1.4876086,65.17702,0.059051372,1.3841777,347.49686,1.0386972,3.9943027,1.3097608,9.862063,3.0
799,8287.0,12.539888,0.2734788,0.11991813,59.646202,0.051188726,8.92837,313.11188,1.029084,3.0709472,1.9055645,11.37352,3.0
800,8336.0,9.466176,0.92820334,0.79634225,58.192898,0.30618843,31.608656,284.55173,1.0123968,3.2441943,1.7096705,11.908652,4.0
801,12347.0,7.832394,0.33813363,0.6768151,31.99494,0.08613503,42.88591,71.46435,1.0330653,2.975787,1.8191913,13.160661,3.0
802,164.0,9.407289,0.8603933,1.2337097,36.771107,0.04644264,45.00751,293.73166,1.0354174,3.4473367,1.9891826,12.801679,3.0
803,9289.0,8.538939,0.9903804,0.8829318,29.01771,0.32101092,197.74211,244.56932,1.0197318,3.0375881,1.5118309,12.053513,5.0
804,3266.0,8.849247,0.17856094,1.4215282,31.592358,0.1134894,3.9652603,117.21381,1.0356778,2.7455251,1.9786012,12.455017,3.0
805,6025.0,9.158319,1.3562982,1.0392247,8.183345,0.44701192,242.23586,247.6137,1.0102131,3.680666,1.2849681,10.961265,5.0
806,6561.0,7.5756116,1.369659,0.70671254,42.27449,0.15071417,136.85838,376.93005,1.0089782,3.7926495,1.4100434,10.610701,3.0
807,12688.0,8.421688,0.6330156,0.9401591,56.887394,0.19769871,8.628033,380.47632,1.0173416,3.4551518,1.5391616,10.450547,3.0
808,12526.0,7.2983313,1.2026448,0.110320255,33.406,0.406205,125.7823,286.83612,1.0239233,3.7368572,0.41708145,9.865061,3.0
809,8007.0,9.669072,1.1810534,0.0734453,17.394283,0.3662393,267.4267,55.03649,1.0167516,3.9018393,0.2397156,11.054266,4.0
810,6273.0,5.2027936,0.12570411,0.002845686,65.44594,0.13314137,182.77278,86.039,1.036692,2.9460912,0.30181873,12.630928,3.0
811,1770.0,11.185558,0.94209933,0.6962653,10.14778,0.436817,237.69551,105.21979,1.0166728,3.4909184,1.4952067,12.694198,5.0
812,5444.0,10.510611,0.92393184,0.97991246,60.003548,0.19833533,2.9670525,341.37128,1.0329014,4.0038037,1.4170586,10.963749,3.0
813,1276.0,6.7534757,0.53286254,0.74515826,60.34858,0.054058116,58.30133,226.69926,1.0266267,3.1569958,1.6651171,13.049046,3.0
814,4939.0,11.942428,0.510857,1.54857,42.75648,0.045719877,100.10635,380.7403,1.0232198,3.6100774,1.7700897,12.063607,3.0
815,5561.0,9.3102865,0.7310061,1.0900023,53.72018,0.20702365,81.51732,314.03555,1.0252848,3.9116905,1.4483163,11.980877,3.0
816,867.0,9.880941,0.25295046,1.401659,23.95394,0.067354456,27.105326,308.5544,1.026814,2.9405105,1.7721857,12.352556,3.0
817,13419.0,4.5337687,0.19353038,0.12993701,65.56565,0.050551683,5.491193,209.49501,1.0250803,3.3345098,0.7239689,11.026223,3.0
818,5902.0,7.3349276,0.104154035,0.7924354,48.583992,0.029617468,3.4797451,22.453247,1.038894,2.721322,1.9924147,14.490413,3.0
819,1861.0,4.977303,0.22880875,1.2286009,57.026196,0.10211414,45.87692,148.95099,1.0369968,3.7611787,0.7193402,12.048568,3.0
820,11332.0,7.5367455,0.5055684,0.9535024,60.630905,0.2844518,9.219189,262.2026,1.0278529,3.8692675,1.1871127,10.721123,3.0
821,2652.0,8.932542,0.3935312,1.256107,62.270256,0.053840224,47.088005,328.55524,1.027655,3.8739407,0.75293803,10.770158,3.0
822,9523.0,8.441282,1.4359994,1.2541498,19.350187,0.34170833,178.30035,378.93478,1.0131754,3.7633572,1.3230865,10.060291,3.0
823,10689.0,8.78217,0.22620118,0.31358564,45.4116,0.087346934,2.3831842,45.375675,1.0362211,2.9224284,1.9936923,13.97064,3.0
824,704.0,8.891642,0.48018634,1.2424239,59.58662,0.16716915,14.030281,307.83023,1.0336083,3.8693316,1.8024915,11.999276,3.0
825,183.0,7.1794643,0.21537884,0.7412569,62.345287,0.117325604,28.654839,222.81581,1.0225788,3.4479911,1.3110422,12.41097,3.0
826,73.0,7.0024214,0.768893,0.7499679,60.38025,0.28659913,48.66999,357.00204,1.0346564,3.692983,0.6743197,12.182351,3.0
827,7310.0,9.952783,1.0432701,1.3018641,44.46149,0.19477008,36.181717,399.76697,1.0300908,3.9983368,0.8788926,9.258868,3.0
828,8537.0,10.863882,1.1333237,0.3233067,26.68311,0.44014806,279.93762,175.49535,0.9956656,3.8350587,0.2867181,10.44994,4.0
829,11891.0,10.793032,0.9537769,0.48404187,38.06879,0.27801287,11.410186,355.08023,1.0098381,3.5010378,1.7360693,10.585906,3.0
830,12077.0,6.851831,0.9781865,0.6575041,46.94865,0.21514249,178.77469,281.1552,1.0041944,2.934487,1.3266999,13.455329,5.0
831,6777.0,10.033865,0.43047443,1.5162448,32.42327,0.020652793,67.590744,209.73315,1.0158048,2.9778304,1.9797028,12.926619,3.0
832,4342.0,12.50227,0.14203474,1.5896031,47.575073,0.08893271,83.21152,245.91351,1.0366555,3.9476087,1.805074,13.200668,3.0
